APMC,Commodity,Year,Count
satara,potato,2014,4
satara,potato,2015,12
satara,potato,2016,11
satara,shevga,2014,4
satara,shevga,2015,11
satara,shevga,2016,11
satara,sweet potato,2014,1
satara,sweet potato,2015,3
satara,sweet potato,2016,2
satara,tomato,2014,4
satara,tomato,2015,12
satara,tomato,2016,11
savali,paddyunhusked,2014,2
savali,paddyunhusked,2015,3
savali,paddyunhusked,2016,11
savali,pigeon pea tur,2016,1
savner,cotton,2014,1
savner,cotton,2015,6
savner,cotton,2016,7
savner,gram,2014,4
savner,gram,2015,12
savner,gram,2016,11
savner,green gram,2015,1
savner,ground nut pods dry,2014,3
savner,ground nut pods dry,2015,5
savner,ground nut pods dry,2016,6
savner,maize,2014,2
savner,maize,2015,7
savner,maize,2016,6
savner,pigeon pea tur,2014,4
savner,pigeon pea tur,2015,12
savner,pigeon pea tur,2016,11
savner,sorgumjawar,2014,3
savner,sorgumjawar,2015,8
savner,sorgumjawar,2016,11
savner,soybean,2014,4
savner,soybean,2015,12
savner,soybean,2016,11
savner,wheathusked,2014,4
savner,wheathusked,2015,12
savner,wheathusked,2016,11
sengaon,black gram,2015,4
sengaon,black gram,2016,6
sengaon,gram,2015,6
sengaon,gram,2016,10
sengaon,green gram,2015,5
sengaon,green gram,2016,3
sengaon,ground nut pods dry,2015,3
sengaon,ground nut pods dry,2016,5
sengaon,pigeon pea tur,2015,5
sengaon,pigeon pea tur,2016,11
sengaon,sorgumjawar,2015,5
sengaon,sorgumjawar,2016,1
sengaon,soybean,2015,6
sengaon,soybean,2016,11
sengaon,turmeric,2015,6
sengaon,turmeric,2016,9
sengaon,wheathusked,2015,6
sengaon,wheathusked,2016,6
shahada,bajri,2014,4
shahada,bajri,2015,12
shahada,bajri,2016,10
shahada,black gram,2014,4
shahada,black gram,2015,9
shahada,black gram,2016,5
shahada,cotton,2014,1
shahada,cotton,2015,3
shahada,cowpea,2015,1
shahada,cowpea,2016,4
shahada,gram,2014,4
shahada,gram,2015,12
shahada,gram,2016,11
shahada,green gram,2014,4
shahada,green gram,2015,11
shahada,green gram,2016,9
shahada,maize,2014,4
shahada,maize,2015,11
shahada,maize,2016,11
shahada,matki,2015,3
shahada,matki,2016,1
shahada,pigeon pea tur,2014,2
shahada,pigeon pea tur,2015,10
shahada,pigeon pea tur,2016,7
shahada,sorgumjawar,2014,4
shahada,sorgumjawar,2015,12
shahada,sorgumjawar,2016,11
shahada,soybean,2014,3
shahada,soybean,2015,5
shahada,soybean,2016,4
shahada,sunflower,2015,1
shahada,wheathusked,2014,4
shahada,wheathusked,2015,12
shahada,wheathusked,2016,11
shahapur,bhagarvari,2015,2
shahapur,bitter gourd,2014,4
shahapur,bitter gourd,2015,12
shahapur,bitter gourd,2016,5
shahapur,bottle gourd,2015,3
shahapur,bottle gourd,2016,2
shahapur,brinjal,2014,3
shahapur,brinjal,2015,10
shahapur,brinjal,2016,7
shahapur,capsicum,2015,6
shahapur,capsicum,2016,4
shahapur,chavli shenga ,2014,4
shahapur,chavli shenga ,2015,12
shahapur,chavli shenga ,2016,7
shahapur,cluster bean,2014,1
shahapur,cluster bean,2015,10
shahapur,cluster bean,2016,7
shahapur,cucumber,2014,4
shahapur,cucumber,2015,12
shahapur,cucumber,2016,6
shahapur,ghosalibhaji,2014,4
shahapur,ghosalibhaji,2015,12
shahapur,ghosalibhaji,2016,7
shahapur,ladies finger,2014,4
shahapur,ladies finger,2015,12
shahapur,ladies finger,2016,7
shahapur,mangoraw,2015,3
shahapur,mangoraw,2016,3
shahapur,paddyunhusked,2014,4
shahapur,paddyunhusked,2015,10
shahapur,paddyunhusked,2016,3
shahapur,ridge gourd,2014,3
shahapur,ridge gourd,2015,9
shahapur,ridge gourd,2016,4
shahapur,shevga,2014,1
shahapur,shevga,2015,4
shahapur,shevga,2016,3
shegaon,bajri,2014,2
shegaon,bajri,2015,11
shegaon,bajri,2016,9
shegaon,black gram,2014,4
shegaon,black gram,2015,12
shegaon,black gram,2016,11
shegaon,castor seed,2014,1
shegaon,gram,2014,4
shegaon,gram,2015,12
shegaon,gram,2016,11
shegaon,green gram,2014,4
shegaon,green gram,2015,12
shegaon,green gram,2016,11
shegaon,maize,2014,2
shegaon,maize,2015,12
shegaon,maize,2016,9
shegaon,mustard,2014,4
shegaon,mustard,2015,12
shegaon,mustard,2016,9
shegaon,pigeon pea tur,2014,4
shegaon,pigeon pea tur,2015,12
shegaon,pigeon pea tur,2016,11
shegaon,safflower,2015,3
shegaon,safflower,2016,2
shegaon,sesamum,2014,4
shegaon,sesamum,2015,12
shegaon,sesamum,2016,7
shegaon,sorgumjawar,2014,4
shegaon,sorgumjawar,2015,12
shegaon,sorgumjawar,2016,11
shegaon,soybean,2014,4
shegaon,soybean,2015,12
shegaon,soybean,2016,11
shegaon,sunflower,2014,2
shegaon,sunflower,2015,11
shegaon,sunflower,2016,4
shegaon,thymollovage,2014,4
shegaon,thymollovage,2015,12
shegaon,thymollovage,2016,10
shegaon,wheathusked,2014,4
shegaon,wheathusked,2015,12
shegaon,wheathusked,2016,11
shevgaon,bajri,2014,4
shevgaon,bajri,2015,12
shevgaon,bajri,2016,11
shevgaon,black gram,2016,2
shevgaon,cotton,2014,2
shevgaon,cotton,2015,4
shevgaon,gram,2014,2
shevgaon,gram,2015,12
shevgaon,gram,2016,10
shevgaon,green gram,2015,1
shevgaon,green gram,2016,3
shevgaon,maize,2014,1
shevgaon,maize,2015,7
shevgaon,maize,2016,5
shevgaon,onion,2016,3
shevgaon,pigeon pea tur,2014,1
shevgaon,pigeon pea tur,2015,4
shevgaon,pigeon pea tur,2016,8
shevgaon,sorgumjawar,2014,4
shevgaon,sorgumjawar,2015,12
shevgaon,sorgumjawar,2016,11
shevgaon,soybean,2014,3
shevgaon,soybean,2015,2
shevgaon,soybean,2016,2
shevgaon,wheathusked,2014,4
shevgaon,wheathusked,2015,12
shevgaon,wheathusked,2016,11
shevgaonbodhegaon,bajri,2014,4
shevgaonbodhegaon,bajri,2015,12
shevgaonbodhegaon,bajri,2016,11
shevgaonbodhegaon,gram,2014,3
shevgaonbodhegaon,gram,2015,11
shevgaonbodhegaon,gram,2016,11
shevgaonbodhegaon,green gram,2016,4
shevgaonbodhegaon,maize,2014,1
shevgaonbodhegaon,maize,2015,3
shevgaonbodhegaon,maize,2016,2
shevgaonbodhegaon,matki,2015,1
shevgaonbodhegaon,matki,2016,2
shevgaonbodhegaon,pigeon pea tur,2014,2
shevgaonbodhegaon,pigeon pea tur,2015,7
shevgaonbodhegaon,pigeon pea tur,2016,9
shevgaonbodhegaon,sorgumjawar,2014,4
shevgaonbodhegaon,sorgumjawar,2015,12
shevgaonbodhegaon,sorgumjawar,2016,11
shevgaonbodhegaon,soybean,2016,2
shevgaonbodhegaon,wheathusked,2014,4
shevgaonbodhegaon,wheathusked,2015,12
shevgaonbodhegaon,wheathusked,2016,11
shirala,maize,2014,3
shirala,maize,2016,1
shirala,paddyunhusked,2014,3
shirala,paddyunhusked,2016,1
shirala,sorgumjawar,2016,1
shirala,soybean,2014,3
shirala,soybean,2016,1
shirpur,bajri,2014,4
shirpur,bajri,2015,12
shirpur,bajri,2016,11
shirpur,black gram,2014,4
shirpur,black gram,2015,12
shirpur,black gram,2016,11
shirpur,castor seed,2016,1
shirpur,chilliesred,2014,2
shirpur,chilliesred,2015,7
shirpur,chilliesred,2016,7
shirpur,cotton,2015,4
shirpur,cowpea,2014,2
shirpur,cowpea,2015,8
shirpur,cowpea,2016,4
shirpur,gram,2014,4
shirpur,gram,2015,12
shirpur,gram,2016,11
shirpur,green gram,2014,4
shirpur,green gram,2015,12
shirpur,green gram,2016,10
shirpur,ground nut pods dry,2014,4
shirpur,ground nut pods dry,2015,12
shirpur,ground nut pods dry,2016,11
shirpur,maize,2014,4
shirpur,maize,2015,12
shirpur,maize,2016,11
shirpur,matki,2014,4
shirpur,matki,2015,10
shirpur,matki,2016,9
shirpur,onion,2014,4
shirpur,onion,2015,12
shirpur,onion,2016,9
shirpur,pigeon pea tur,2014,3
shirpur,pigeon pea tur,2015,11
shirpur,pigeon pea tur,2016,8
shirpur,sesamum,2014,3
shirpur,sesamum,2015,10
shirpur,sesamum,2016,8
shirpur,sorgumjawar,2014,4
shirpur,sorgumjawar,2015,12
shirpur,sorgumjawar,2016,11
shirpur,soybean,2014,4
shirpur,soybean,2015,12
shirpur,soybean,2016,11
shirpur,sunflower,2015,3
shirpur,sunflower,2016,3
shirpur,wheathusked,2014,4
shirpur,wheathusked,2015,12
shirpur,wheathusked,2016,11
shirur,bajri,2014,4
shirur,bajri,2015,12
shirur,bajri,2016,11
shirur,black gram,2015,5
shirur,black gram,2016,4
shirur,castor seed,2014,1
shirur,castor seed,2015,5
shirur,castor seed,2016,2
shirur,chilliesred,2015,2
shirur,coriander dry,2015,2
shirur,cowpea,2014,2
shirur,cowpea,2015,6
shirur,cowpea,2016,7
shirur,gram,2014,4
shirur,gram,2015,12
shirur,gram,2016,11
shirur,green gram,2014,4
shirur,green gram,2015,9
shirur,green gram,2016,10
shirur,green peas dry,2015,1
shirur,ground nut pods dry,2014,4
shirur,ground nut pods dry,2015,12
shirur,ground nut pods dry,2016,10
shirur,horse gram,2016,1
shirur,indian bean,2014,4
shirur,indian bean,2015,12
shirur,indian bean,2016,11
shirur,jaggery,2015,2
shirur,jaggery,2016,1
shirur,linseed,2015,1
shirur,maize,2014,4
shirur,maize,2015,12
shirur,maize,2016,11
shirur,pigeon pea tur,2014,4
shirur,pigeon pea tur,2015,7
shirur,pigeon pea tur,2016,10
shirur,rajgira,2016,1
shirur,safflower,2015,1
shirur,safflower,2016,1
shirur,sorgumjawar,2014,4
shirur,sorgumjawar,2015,12
shirur,sorgumjawar,2016,11
shirur,soybean,2014,3
shirur,soybean,2015,7
shirur,soybean,2016,7
shirur,sunflower,2016,1
shirur,tamarind,2015,6
shirur,tamarind,2016,5
shirur,wheathusked,2014,4
shirur,wheathusked,2015,12
shirur,wheathusked,2016,11
shrigonda,bajri,2015,1
shrigonda,bajri,2016,8
shrigonda,black gram,2016,4
shrigonda,cotton,2014,3
shrigonda,cotton,2015,1
shrigonda,cowpea,2016,2
shrigonda,gram,2015,1
shrigonda,gram,2016,8
shrigonda,green gram,2016,5
shrigonda,ground nut pods dry,2015,1
shrigonda,ground nut pods dry,2016,5
shrigonda,lemon,2016,5
shrigonda,maize,2015,1
shrigonda,maize,2016,8
shrigonda,onion,2015,1
shrigonda,onion,2016,5
shrigonda,pigeon pea tur,2015,1
shrigonda,pigeon pea tur,2016,1
shrigonda,sorgumjawar,2015,1
shrigonda,sorgumjawar,2016,8
shrigonda,soybean,2016,3
shrigonda,sunflower,2016,4
shrigonda,tamarind,2016,1
shrigonda,tomato,2016,1
shrigonda,wheathusked,2015,1
shrigonda,wheathusked,2016,8
shrigondaghogargaon,cotton,2014,2
shrigondaghogargaon,cotton,2015,4
shrigondaghogargaon,cotton,2016,2
shrirampur,bajri,2014,4
shrirampur,bajri,2015,12
shrirampur,bajri,2016,11
shrirampur,banana,2015,1
shrirampur,bitter gourd,2014,4
shrirampur,bitter gourd,2015,11
shrirampur,bitter gourd,2016,10
shrirampur,black gram,2015,3
shrirampur,black gram,2016,5
shrirampur,bor,2014,2
shrirampur,bor,2015,4
shrirampur,bor,2016,3
shrirampur,bottle gourd,2014,4
shrirampur,bottle gourd,2015,12
shrirampur,bottle gourd,2016,11
shrirampur,brinjal,2014,4
shrirampur,brinjal,2015,12
shrirampur,brinjal,2016,11
shrirampur,cabbage,2014,4
shrirampur,cabbage,2015,12
shrirampur,cabbage,2016,11
shrirampur,capsicum,2014,4
shrirampur,capsicum,2015,12
shrirampur,capsicum,2016,11
shrirampur,carrot,2015,5
shrirampur,carrot,2016,4
shrirampur,chikoo,2014,4
shrirampur,chikoo,2015,12
shrirampur,chikoo,2016,6
shrirampur,cluster bean,2015,9
shrirampur,cluster bean,2016,9
shrirampur,coriander  ,2014,1
shrirampur,coriander  ,2015,3
shrirampur,coriander  ,2016,1
shrirampur,cowpea,2015,1
shrirampur,cowpea,2016,3
shrirampur,cucumber,2014,4
shrirampur,cucumber,2015,12
shrirampur,cucumber,2016,11
shrirampur,custard apple,2014,4
shrirampur,custard apple,2015,7
shrirampur,custard apple,2016,2
shrirampur,fenugreek,2014,1
shrirampur,fenugreek,2015,6
shrirampur,fenugreek,2016,1
shrirampur,flower,2014,4
shrirampur,flower,2015,12
shrirampur,flower,2016,11
shrirampur,garlic,2014,4
shrirampur,garlic,2015,12
shrirampur,garlic,2016,11
shrirampur,ghosalibhaji,2015,1
shrirampur,ginger fresh,2014,4
shrirampur,ginger fresh,2015,12
shrirampur,ginger fresh,2016,11
shrirampur,gram,2014,4
shrirampur,gram,2015,12
shrirampur,gram,2016,11
shrirampur,grapes,2015,5
shrirampur,grapes,2016,5
shrirampur,green chilli,2014,4
shrirampur,green chilli,2015,12
shrirampur,green chilli,2016,11
shrirampur,green gram,2014,4
shrirampur,green gram,2015,11
shrirampur,green gram,2016,7
shrirampur,greenpeas,2014,1
shrirampur,greenpeas,2015,4
shrirampur,greenpeas,2016,6
shrirampur,ground nut pods dry,2014,2
shrirampur,ground nut pods dry,2015,7
shrirampur,ground nut pods dry,2016,4
shrirampur,guava,2016,1
shrirampur,kardai,2016,1
shrirampur,kharbuj,2016,1
shrirampur,ladies finger,2014,4
shrirampur,ladies finger,2015,12
shrirampur,ladies finger,2016,11
shrirampur,lemon,2014,4
shrirampur,lemon,2015,12
shrirampur,lemon,2016,11
shrirampur,maize,2014,4
shrirampur,maize,2015,12
shrirampur,maize,2016,10
shrirampur,maizecorn,2015,1
shrirampur,maizecorn,2016,1
shrirampur,mango,2015,4
shrirampur,mango,2016,4
shrirampur,mangoraw,2015,5
shrirampur,mangoraw,2016,5
shrirampur,math bhaji,2016,2
shrirampur,mosambi,2014,4
shrirampur,mosambi,2015,12
shrirampur,mosambi,2016,11
shrirampur,mustard,2015,4
shrirampur,mustard,2016,1
shrirampur,onion,2014,4
shrirampur,onion,2015,10
shrirampur,onion,2016,11
shrirampur,orange,2014,1
shrirampur,orange,2015,6
shrirampur,orange,2016,2
shrirampur,papai,2014,4
shrirampur,papai,2015,12
shrirampur,papai,2016,11
shrirampur,pigeon pea tur,2014,3
shrirampur,pigeon pea tur,2015,9
shrirampur,pigeon pea tur,2016,7
shrirampur,pomegranate,2014,4
shrirampur,pomegranate,2015,12
shrirampur,pomegranate,2016,11
shrirampur,potato,2014,4
shrirampur,potato,2015,12
shrirampur,potato,2016,11
shrirampur,radish,2014,1
shrirampur,radish,2015,3
shrirampur,ricepaddyhus,2014,1
shrirampur,ricepaddyhus,2015,2
shrirampur,safflower,2015,2
shrirampur,safflower,2016,3
shrirampur,sesamum,2015,1
shrirampur,shepu,2015,1
shrirampur,shevga,2014,3
shrirampur,shevga,2015,11
shrirampur,shevga,2016,10
shrirampur,sorgumjawar,2014,4
shrirampur,sorgumjawar,2015,12
shrirampur,sorgumjawar,2016,11
shrirampur,soybean,2014,4
shrirampur,soybean,2015,11
shrirampur,soybean,2016,9
shrirampur,spinach,2016,1
shrirampur,squash gourd,2016,4
shrirampur,sunflower,2015,1
shrirampur,sweet potato,2014,1
shrirampur,sweet potato,2015,5
shrirampur,sweet potato,2016,4
shrirampur,tamarind,2015,4
shrirampur,tamarind,2016,3
shrirampur,tomato,2014,4
shrirampur,tomato,2015,12
shrirampur,tomato,2016,11
shrirampur,wal papdi,2015,3
shrirampur,wal papdi,2016,2
shrirampur,water melon,2014,4
shrirampur,water melon,2015,12
shrirampur,water melon,2016,11
shrirampur,wheathusked,2014,4
shrirampur,wheathusked,2015,12
shrirampur,wheathusked,2016,11
shrirampurbelapur,bajri,2015,4
shrirampurbelapur,bajri,2016,7
shrirampurbelapur,black gram,2016,1
shrirampurbelapur,gram,2015,5
shrirampurbelapur,gram,2016,10
shrirampurbelapur,green gram,2016,4
shrirampurbelapur,maize,2015,5
shrirampurbelapur,maize,2016,8
shrirampurbelapur,sorgumjawar,2015,4
shrirampurbelapur,sorgumjawar,2016,10
shrirampurbelapur,soybean,2015,4
shrirampurbelapur,soybean,2016,5
shrirampurbelapur,wheathusked,2015,5
shrirampurbelapur,wheathusked,2016,11
sillod,bajri,2014,1
sillod,bajri,2015,6
sillod,bajri,2016,10
sillod,black gram,2015,1
sillod,black gram,2016,3
sillod,castor seed,2015,1
sillod,castor seed,2016,6
sillod,cotton,2014,1
sillod,gram,2014,1
sillod,gram,2015,4
sillod,gram,2016,10
sillod,green gram,2014,1
sillod,green gram,2015,4
sillod,green gram,2016,4
sillod,maize,2014,1
sillod,maize,2015,6
sillod,maize,2016,11
sillod,mustard,2015,2
sillod,mustard,2016,6
sillod,other spices,2016,1
sillod,pigeon pea tur,2015,1
sillod,pigeon pea tur,2016,8
sillod,safflower,2015,2
sillod,safflower,2016,3
sillod,sorgumjawar,2014,1
sillod,sorgumjawar,2015,5
sillod,sorgumjawar,2016,7
sillod,soybean,2014,1
sillod,soybean,2015,6
sillod,soybean,2016,11
sillod,sunflower,2016,1
sillod,wheathusked,2014,1
sillod,wheathusked,2015,6
sillod,wheathusked,2016,11
sillodbharadi,bajri,2014,1
sillodbharadi,bajri,2015,2
sillodbharadi,bajri,2016,11
sillodbharadi,black gram,2014,1
sillodbharadi,black gram,2015,2
sillodbharadi,black gram,2016,4
sillodbharadi,castor seed,2016,2
sillodbharadi,gram,2014,1
sillodbharadi,gram,2015,2
sillodbharadi,gram,2016,9
sillodbharadi,green gram,2014,1
sillodbharadi,green gram,2015,2
sillodbharadi,green gram,2016,5
sillodbharadi,maize,2014,1
sillodbharadi,maize,2015,3
sillodbharadi,maize,2016,11
sillodbharadi,mustard,2016,6
sillodbharadi,pigeon pea tur,2014,1
sillodbharadi,pigeon pea tur,2015,1
sillodbharadi,pigeon pea tur,2016,7
sillodbharadi,safflower,2014,1
sillodbharadi,safflower,2015,1
sillodbharadi,safflower,2016,3
sillodbharadi,sorgumjawar,2014,1
sillodbharadi,sorgumjawar,2015,2
sillodbharadi,sorgumjawar,2016,9
sillodbharadi,soybean,2014,1
sillodbharadi,soybean,2015,3
sillodbharadi,soybean,2016,10
sillodbharadi,sunflower,2015,1
sillodbharadi,sunflower,2016,1
sillodbharadi,wheathusked,2014,1
sillodbharadi,wheathusked,2015,3
sillodbharadi,wheathusked,2016,11
sindevahi,paddyunhusked,2014,1
sindevahi,paddyunhusked,2015,8
sindevahi,paddyunhusked,2016,11
sindi,cotton,2014,3
sindi,cotton,2015,5
sindi,cotton,2016,6
sindi,gram,2014,1
sindi,gram,2015,7
sindi,gram,2016,7
sindi,ground nut pods dry,2016,1
sindi,pigeon pea tur,2015,6
sindi,pigeon pea tur,2016,8
sindi,soybean,2014,3
sindi,soybean,2015,10
sindi,soybean,2016,9
sindi,wheathusked,2015,6
sindi,wheathusked,2016,4
sindi selu,cotton,2014,2
sindi selu,cotton,2015,8
sindi selu,cotton,2016,6
sindi selu,gram,2016,9
sindi selu,ground nut pods dry,2016,4
sindi selu,pigeon pea tur,2015,1
sindi selu,pigeon pea tur,2016,10
sindi selu,sorgumjawar,2016,3
sindi selu,soybean,2015,2
sindi selu,soybean,2016,10
sindi selu,wheathusked,2015,1
sindi selu,wheathusked,2016,8
sindkhed raja,bajri,2015,1
sindkhed raja,black gram,2016,1
sindkhed raja,gram,2016,3
sindkhed raja,green gram,2016,2
sindkhed raja,maize,2015,1
sindkhed raja,maize,2016,5
sindkhed raja,neemseed,2016,2
sindkhed raja,pigeon pea tur,2016,2
sindkhed raja,sorgumjawar,2015,1
sindkhed raja,sorgumjawar,2016,9
sindkhed raja,soybean,2015,1
sindkhed raja,soybean,2016,10
sindkhed raja,wheathusked,2015,1
sindkhed raja,wheathusked,2016,6
sinner,bajri,2014,4
sinner,bajri,2015,12
sinner,bajri,2016,11
sinner,black gram,2014,3
sinner,black gram,2015,6
sinner,black gram,2016,4
sinner,castor seed,2015,3
sinner,castor seed,2016,6
sinner,coriander dry,2016,1
sinner,cowpea,2014,1
sinner,cowpea,2015,2
sinner,fenugreek,2014,1
sinner,fenugreek,2015,1
sinner,garlic,2015,1
sinner,gram,2014,4
sinner,gram,2015,12
sinner,gram,2016,11
sinner,green gram,2014,4
sinner,green gram,2015,8
sinner,green gram,2016,7
sinner,ground nut pods dry,2014,4
sinner,ground nut pods dry,2015,7
sinner,ground nut pods dry,2016,6
sinner,horse gram,2014,1
sinner,horse gram,2015,1
sinner,maize,2014,4
sinner,maize,2015,12
sinner,maize,2016,9
sinner,matki,2014,3
sinner,matki,2015,7
sinner,matki,2016,10
sinner,mustard,2015,1
sinner,mustard,2016,2
sinner,onion,2014,4
sinner,onion,2015,10
sinner,onion,2016,11
sinner,pigeon pea tur,2014,4
sinner,pigeon pea tur,2015,11
sinner,pigeon pea tur,2016,7
sinner,potato,2016,3
sinner,ricepaddyhus,2014,4
sinner,ricepaddyhus,2015,6
sinner,ricepaddyhus,2016,6
sinner,safflower,2014,1
sinner,safflower,2016,2
sinner,sorgumjawar,2014,4
sinner,sorgumjawar,2015,12
sinner,sorgumjawar,2016,11
sinner,soybean,2014,4
sinner,soybean,2015,11
sinner,soybean,2016,11
sinner,sunflower,2014,1
sinner,sunflower,2015,3
sinner,sunflower,2016,1
sinner,tamarind,2015,3
sinner,tamarind,2016,4
sinner,wheathusked,2014,4
sinner,wheathusked,2015,12
sinner,wheathusked,2016,11
sironcha,chilliesred,2016,1
sironcha,cotton,2016,2
sironcha,maize,2016,4
sironcha,paddyunhusked,2016,5
sironcha,ricepaddyhus,2016,7
sironcha,turmeric,2016,1
solapur,apple,2014,2
solapur,apple,2015,3
solapur,apple,2016,3
solapur,bajri,2014,4
solapur,bajri,2015,5
solapur,bajri,2016,6
solapur,banana,2014,4
solapur,banana,2015,12
solapur,banana,2016,11
solapur,bitter gourd,2014,4
solapur,bitter gourd,2015,12
solapur,bitter gourd,2016,11
solapur,black gram,2014,4
solapur,black gram,2015,6
solapur,black gram,2016,4
solapur,bor,2014,4
solapur,bor,2015,8
solapur,bor,2016,4
solapur,brinjal,2014,4
solapur,brinjal,2015,12
solapur,brinjal,2016,11
solapur,cabbage,2014,4
solapur,cabbage,2015,12
solapur,cabbage,2016,11
solapur,capsicum,2014,4
solapur,capsicum,2015,12
solapur,capsicum,2016,11
solapur,carrot,2014,4
solapur,carrot,2015,12
solapur,carrot,2016,11
solapur,chikoo,2014,4
solapur,chikoo,2015,12
solapur,chikoo,2016,11
solapur,chilliesred,2014,4
solapur,chilliesred,2015,12
solapur,chilliesred,2016,11
solapur,cluster bean,2014,4
solapur,cluster bean,2015,12
solapur,cluster bean,2016,11
solapur,coriander  ,2014,1
solapur,coriander  ,2015,4
solapur,coriander  ,2016,2
solapur,cucumber,2014,4
solapur,cucumber,2015,12
solapur,cucumber,2016,11
solapur,custard apple,2014,3
solapur,custard apple,2015,6
solapur,custard apple,2016,5
solapur,flower,2014,1
solapur,flower,2015,4
solapur,flower,2016,2
solapur,garlic,2014,4
solapur,garlic,2015,12
solapur,garlic,2016,11
solapur,ghevda,2014,4
solapur,ghevda,2015,10
solapur,ghevda,2016,9
solapur,goosefoot,2015,3
solapur,goosefoot,2016,5
solapur,gram,2014,2
solapur,gram,2015,12
solapur,gram,2016,11
solapur,grapes,2014,1
solapur,grapes,2015,6
solapur,grapes,2016,4
solapur,green chilli,2014,4
solapur,green chilli,2015,12
solapur,green chilli,2016,11
solapur,green gram,2014,4
solapur,green gram,2015,7
solapur,green gram,2016,2
solapur,green peas dry,2014,4
solapur,green peas dry,2015,12
solapur,green peas dry,2016,11
solapur,ground nut pods dry,2014,3
solapur,ground nut pods dry,2015,5
solapur,ground nut pods dry,2016,2
solapur,guava,2014,4
solapur,guava,2015,11
solapur,guava,2016,11
solapur,hemp,2014,2
solapur,hemp,2015,2
solapur,hemp,2016,1
solapur,jaggery,2015,12
solapur,jaggery,2016,11
solapur,kanda pat,2016,3
solapur,ladies finger,2014,4
solapur,ladies finger,2015,12
solapur,ladies finger,2016,11
solapur,lemon,2014,4
solapur,lemon,2015,12
solapur,lemon,2016,11
solapur,maize,2014,1
solapur,maize,2015,1
solapur,maize,2016,3
solapur,matki,2014,4
solapur,matki,2015,12
solapur,matki,2016,11
solapur,methi bhaji,2014,1
solapur,methi bhaji,2015,2
solapur,mosambi,2015,3
solapur,mosambi,2016,2
solapur,mula shenga,2014,1
solapur,mula shenga,2015,5
solapur,mula shenga,2016,5
solapur,onion,2014,4
solapur,onion,2015,12
solapur,onion,2016,11
solapur,papai,2014,4
solapur,papai,2015,12
solapur,papai,2016,11
solapur,pigeon pea tur,2014,4
solapur,pigeon pea tur,2015,12
solapur,pigeon pea tur,2016,11
solapur,pomegranate,2014,4
solapur,pomegranate,2015,12
solapur,pomegranate,2016,11
solapur,potato,2014,4
solapur,potato,2015,12
solapur,potato,2016,11
solapur,rajgira,2014,1
solapur,rajgira,2015,1
solapur,rajgira,2016,1
solapur,ricepaddyhus,2014,4
solapur,ricepaddyhus,2015,12
solapur,ricepaddyhus,2016,11
solapur,ridge gourd,2014,4
solapur,ridge gourd,2015,12
solapur,ridge gourd,2016,11
solapur,shepu,2015,3
solapur,shepu,2016,4
solapur,sorgumjawar,2014,4
solapur,sorgumjawar,2015,12
solapur,sorgumjawar,2016,11
solapur,soybean,2014,3
solapur,soybean,2015,2
solapur,soybean,2016,1
solapur,spinach,2014,1
solapur,spinach,2015,1
solapur,spinach,2016,2
solapur,sunflower,2015,1
solapur,tomato,2014,4
solapur,tomato,2015,12
solapur,tomato,2016,11
solapur,wheathusked,2014,4
solapur,wheathusked,2015,12
solapur,wheathusked,2016,11
solapur,wheatunhusked,2014,2
solapur,wheatunhusked,2015,4
solapur,wheatunhusked,2016,2
sonpeth,bajri,2014,1
sonpeth,bajri,2015,4
sonpeth,bajri,2016,9
sonpeth,black gram,2014,3
sonpeth,black gram,2016,3
sonpeth,cotton,2014,2
sonpeth,cotton,2015,2
sonpeth,cotton,2016,6
sonpeth,gram,2014,4
sonpeth,gram,2015,5
sonpeth,gram,2016,11
sonpeth,green gram,2014,4
sonpeth,green gram,2015,2
sonpeth,green gram,2016,6
sonpeth,maize,2015,1
sonpeth,maize,2016,1
sonpeth,mustard,2014,2
sonpeth,pigeon pea tur,2014,4
sonpeth,pigeon pea tur,2015,3
sonpeth,pigeon pea tur,2016,10
sonpeth,safflower,2014,3
sonpeth,safflower,2016,6
sonpeth,sesamum,2014,2
sonpeth,sesamum,2016,3
sonpeth,sorgumjawar,2014,3
sonpeth,sorgumjawar,2015,4
sonpeth,sorgumjawar,2016,11
sonpeth,soybean,2014,4
sonpeth,soybean,2015,5
sonpeth,soybean,2016,11
sonpeth,wheathusked,2014,4
sonpeth,wheathusked,2015,4
sonpeth,wheathusked,2016,10
soygaon,cotton,2015,7
soygaon,cotton,2016,4
soygaon,maize,2015,8
soygaon,maize,2016,4
tadkalas,black gram,2016,1
tadkalas,gram,2014,1
tadkalas,green gram,2014,1
tadkalas,green gram,2016,2
tadkalas,ground nut pods dry,2014,1
tadkalas,pigeon pea tur,2014,1
tadkalas,sorgumjawar,2014,2
tadkalas,sorgumjawar,2016,2
tadkalas,soybean,2014,1
tadkalas,soybean,2016,3
tadkalas,wheathusked,2014,2
tadkalas,wheathusked,2016,2
talegaon dabhade,sorgumjawar,2016,1
taloda,bajri,2014,2
taloda,bajri,2015,8
taloda,bajri,2016,5
taloda,black gram,2014,3
taloda,black gram,2015,9
taloda,castor seed,2015,1
taloda,castor seed,2016,1
taloda,cotton,2014,2
taloda,cotton,2015,5
taloda,gram,2014,3
taloda,gram,2015,9
taloda,gram,2016,5
taloda,green gram,2014,1
taloda,green gram,2015,6
taloda,green gram,2016,3
